,MeetingDate,WasScheduled?,DecidedRate,PreviousRate,NextRate,Sentiment
457,1982-09-24,0,10.31,10.12,9.71,Hawkish
458,1982-10-05,1,9.71,10.31,9.2,Doveish
459,1982-11-16,1,9.2,9.71,8.95,Doveish
460,1982-12-20,1,8.95,9.2,8.68,Doveish
461,1983-01-14,0,8.68,8.95,8.68,Doveish
462,1983-01-21,0,8.68,8.68,8.68,Hold
463,1983-01-28,0,8.68,8.68,8.51,Hold-Doveish
464,1983-02-08,1,8.51,8.68,8.77,Doveish
465,1983-03-28,1,8.77,8.51,8.8,Hawkish
466,1983-04-29,0,8.8,8.77,8.63,Hold-Doveish
467,1983-05-24,1,8.63,8.8,8.98,Doveish
468,1983-06-23,0,8.98,8.63,9.37,Hawkish
469,1983-07-12,1,9.37,8.98,9.56,Hawkish
470,1983-08-23,1,9.56,9.37,9.45,Hawkish
471,1983-09-08,0,9.45,9.56,9.48,Doveish
472,1983-10-04,1,9.48,9.45,9.34,Hold-Doveish
473,1983-11-14,1,9.34,9.48,9.47,Doveish
474,1983-12-19,1,9.47,9.34,9.56,Hawkish
475,1984-01-30,1,9.56,9.47,9.91,Hold-Hawkish
476,1984-03-20,0,9.91,9.56,9.91,Hawkish
477,1984-03-26,1,9.91,9.91,10.32,Hold-Hawkish
478,1984-05-21,1,10.32,9.91,11.23,Hawkish
479,1984-07-16,1,11.23,10.32,11.64,Hawkish
480,1984-08-21,1,11.64,11.23,9.99,Hawkish
481,1984-10-02,1,9.99,11.64,9.43,Doveish
482,1984-11-07,1,9.43,9.99,8.38,Doveish
483,1984-12-17,1,8.38,9.43,8.35,Doveish
484,1985-01-18,0,8.35,8.38,8.5,Hold-Hawkish
485,1985-02-12,1,8.5,8.35,8.58,Hawkish
486,1985-03-26,1,8.58,8.5,7.97,Hold-Doveish
487,1985-05-21,1,7.97,8.58,7.88,Doveish
488,1985-07-09,1,7.88,7.97,7.9,Hold-Hawkish
489,1985-08-20,1,7.9,7.88,7.92,Hold-Hawkish
490,1985-09-23,0,7.92,7.9,7.99,Hold-Hawkish
491,1985-10-01,1,7.99,7.92,8.05,Hold-Hawkish
492,1985-11-04,1,8.05,7.99,8.27,Hold-Hawkish
493,1985-12-16,1,8.27,8.05,7.86,Hawkish
494,1986-02-11,1,7.86,8.27,6.99,Doveish
495,1986-04-01,1,6.99,7.86,6.99,Doveish
496,1986-04-21,0,6.99,6.99,6.85,Hold-Doveish
497,1986-05-20,1,6.85,6.99,6.56,Doveish
498,1986-07-08,1,6.56,6.85,6.17,Doveish
499,1986-08-19,1,6.17,6.56,5.89,Doveish
500,1986-09-23,1,5.89,6.17,6.04,Doveish
501,1986-11-05,1,6.04,5.89,6.91,Hawkish
502,1986-12-15,1,6.91,6.04,6.1,Hawkish
503,1987-02-10,1,6.1,6.91,6.1,Doveish
504,1987-02-23,0,6.1,6.1,6.13,Hold-Hawkish
505,1987-03-31,1,6.13,6.1,6.37,Hold-Hawkish
506,1987-04-29,0,6.37,6.13,6.85,Hawkish
507,1987-05-19,1,6.85,6.37,6.58,Hawkish
508,1987-07-07,1,6.58,6.85,6.73,Doveish
509,1987-08-18,1,6.73,6.58,7.22,Hawkish
510,1987-09-22,1,7.22,6.73,7.29,Hawkish
511,1987-10-19,0,7.29,7.22,7.29,Hold
512,1987-10-20,0,7.29,7.29,7.29,Hold
513,1987-10-21,0,7.29,7.29,7.29,Hold
514,1987-10-22,0,7.29,7.29,7.29,Hold
515,1987-10-23,0,7.29,7.29,7.29,Hold
516,1987-10-26,0,7.29,7.29,7.29,Hold
517,1987-10-27,0,7.29,7.29,7.29,Hold
518,1987-10-28,0,7.29,7.29,7.29,Hold
519,1987-10-29,0,7.29,7.29,7.29,Hold
520,1987-10-30,0,7.29,7.29,6.69,Hold-Doveish
521,1987-11-03,1,6.69,7.29,6.77,Doveish
522,1987-12-15,1,6.77,6.69,6.83,Hold-Hawkish
523,1988-01-05,0,6.83,6.77,6.58,Hold-Doveish
524,1988-02-09,1,6.58,6.83,6.58,Doveish
525,1988-03-29,1,6.58,6.58,7.09,Hold-Hawkish
526,1988-05-17,1,7.09,6.58,7.51,Hawkish
527,1988-06-29,1,7.51,7.09,7.75,Hawkish
528,1988-07-19,0,7.75,7.51,8.01,Hawkish
529,1988-08-16,1,8.01,7.75,8.19,Hawkish
530,1988-09-20,1,8.19,8.01,8.3,Hawkish
531,1988-10-17,0,8.3,8.19,8.35,Hawkish
532,1988-11-01,1,8.35,8.3,8.35,Hold
533,1988-11-22,0,8.35,8.35,8.76,Hold-Hawkish
534,1988-12-13,1,8.76,8.35,9.36,Hawkish
535,1989-02-07,1,9.36,8.76,9.85,Hawkish
536,1989-03-28,1,9.85,9.36,9.81,Hawkish
537,1989-05-16,1,9.81,9.85,9.81,Hold
538,1989-05-31,0,9.81,9.81,9.53,Hold-Doveish
539,1989-06-05,0,9.53,9.81,9.24,Doveish
540,1989-07-05,1,9.24,9.53,9.24,Doveish
541,1989-07-26,0,9.24,9.24,8.99,Hold-Doveish
542,1989-08-22,1,8.99,9.24,8.84,Doveish
543,1989-10-03,1,8.84,8.99,8.84,Doveish
544,1989-10-16,0,8.84,8.84,8.84,Hold
545,1989-10-17,0,8.84,8.84,8.84,Hold
546,1989-10-18,0,8.84,8.84,8.55,Hold-Doveish
547,1989-11-14,1,8.55,8.84,8.45,Doveish
548,1989-12-18,1,8.45,8.55,8.24,Doveish
549,1990-02-06,1,8.24,8.45,8.28,Doveish
550,1990-03-27,1,8.28,8.24,8.26,Hold-Doveish
551,1990-04-11,0,8.26,8.28,8.18,Hold-Doveish
552,1990-05-15,1,8.18,8.26,8.15,Hold-Doveish
553,1990-07-02,1,8.15,8.18,8.13,Hold-Doveish
554,1990-08-21,1,8.13,8.15,8.2,Hold-Hawkish
555,1990-09-07,0,8.2,8.13,8.2,Hold
556,1990-09-17,0,8.2,8.2,8.11,Hold-Doveish
557,1990-10-02,1,8.11,8.2,7.81,Hold-Doveish
558,1990-11-13,1,7.81,8.11,7.31,Doveish
559,1990-12-07,0,7.31,7.81,7.31,Doveish
560,1990-12-18,1,7.31,7.31,6.91,Hold-Doveish
561,1991-01-09,0,6.91,7.31,6.25,Doveish
562,1991-02-01,0,6.25,6.91,6.25,Doveish
563,1991-02-05,1,6.25,6.25,6.12,Hold-Doveish
564,1991-03-26,1,6.12,6.25,5.91,Doveish
565,1991-04-12,0,5.91,6.12,5.91,Doveish
566,1991-04-30,0,5.91,5.91,5.78,Hold-Doveish
567,1991-05-01,0,5.78,5.91,5.78,Doveish
568,1991-05-14,1,5.78,5.78,5.9,Hold-Hawkish
569,1991-06-10,0,5.9,5.78,5.9,Hawkish
570,1991-06-24,0,5.9,5.9,5.82,Hold-Doveish
571,1991-07-02,1,5.82,5.9,5.66,Hold-Doveish
572,1991-08-05,0,5.66,5.82,5.66,Doveish
573,1991-08-20,1,5.66,5.66,5.45,Hold-Doveish
574,1991-09-13,0,5.45,5.66,5.21,Doveish
575,1991-10-01,1,5.21,5.45,5.21,Doveish
576,1991-10-30,0,5.21,5.21,4.81,Hold-Doveish
577,1991-11-05,1,4.81,5.21,4.43,Doveish
578,1991-12-02,0,4.43,4.81,4.43,Doveish
579,1991-12-17,1,4.43,4.43,4.03,Hold-Doveish
580,1992-01-09,0,4.03,4.43,4.06,Doveish
581,1992-02-04,1,4.06,4.03,3.98,Hold-Doveish
582,1992-03-11,0,3.98,4.06,3.98,Hold
583,1992-03-31,1,3.98,3.98,3.82,Hold-Doveish
584,1992-05-19,1,3.82,3.98,3.76,Doveish
585,1992-06-30,1,3.76,3.82,3.25,Hold-Doveish
586,1992-07-02,0,3.25,3.76,3.3,Doveish
587,1992-08-18,1,3.3,3.25,3.1,Hold-Doveish
588,1992-10-06,1,3.1,3.3,3.09,Doveish
589,1992-11-17,1,3.09,3.1,2.92,Hold-Doveish
590,1992-12-14,0,2.92,3.09,2.92,Doveish
591,1992-12-22,1,2.92,2.92,3.02,Hold-Hawkish
592,1993-01-06,0,3.02,2.92,3.03,Hawkish
593,1993-02-02,1,3.03,3.02,3.03,Hold
594,1993-02-18,0,3.03,3.03,3.07,Hold-Hawkish
595,1993-03-01,0,3.07,3.03,3.07,Hold
596,1993-03-23,1,3.07,3.07,3.0,Hold-Doveish
597,1993-05-18,1,3.0,3.07,3.06,Hold-Hawkish
598,1993-07-06,1,3.06,3.0,3.03,Hold-Doveish
599,1993-08-17,1,3.03,3.06,3.09,Hold-Hawkish
600,1993-09-21,1,3.09,3.03,2.99,Hold-Doveish
601,1993-10-05,0,2.99,3.09,2.99,Hold
602,1993-10-15,0,2.99,2.99,2.99,Hold
603,1993-10-22,0,2.99,2.99,3.02,Hold-Hawkish
604,1993-11-09,0,3.02,2.99,3.02,Hold
605,1993-11-10,0,3.02,3.02,3.02,Hold
606,1993-11-16,1,3.02,3.02,2.96,Hold-Doveish
607,1993-12-21,1,2.96,3.02,3.25,Hold-Hawkish
608,1994-02-03,1,3.25,2.96,3.25,Hawkish
609,1994-02-28,0,3.25,3.25,3.34,Hold-Hawkish
610,1994-03-22,1,3.34,3.25,3.34,Hold
611,1994-03-24,0,3.34,3.34,3.56,Hold-Hawkish
612,1994-04-18,0,3.56,3.34,4.01,Hawkish
613,1994-05-17,1,4.01,3.56,4.26,Hawkish
614,1994-07-05,1,4.26,4.01,4.26,Hawkish
615,1994-07-20,0,4.26,4.26,4.47,Hold-Hawkish
616,1994-08-16,1,4.47,4.26,4.73,Hawkish
617,1994-09-27,1,4.73,4.47,5.29,Hawkish
618,1994-11-15,1,5.29,4.73,5.45,Hawkish
619,1994-12-20,1,5.45,5.29,5.45,Hawkish
620,1994-12-30,0,5.45,5.45,5.53,Hold-Hawkish
621,1995-01-13,0,5.53,5.45,5.53,Hold
622,1995-01-31,1,5.53,5.53,5.98,Hold-Hawkish
623,1995-03-10,0,5.98,5.53,5.98,Hawkish
624,1995-03-28,1,5.98,5.98,6.05,Hold-Hawkish
625,1995-04-28,0,6.05,5.98,6.01,Hold-Doveish
626,1995-05-23,1,6.01,6.05,5.85,Hold-Doveish
627,1995-07-05,1,5.85,6.01,5.74,Doveish
628,1995-08-22,1,5.74,5.85,5.8,Doveish
629,1995-09-26,1,5.8,5.74,5.8,Hold
630,1995-11-15,1,5.8,5.8,5.6,Hold-Doveish
631,1995-12-19,1,5.6,5.8,5.56,Doveish
632,1996-01-30,1,5.56,5.6,5.31,Hold-Doveish
633,1996-03-26,1,5.31,5.56,5.24,Doveish
634,1996-05-21,1,5.24,5.31,5.4,Hold-Hawkish
635,1996-07-02,1,5.4,5.24,5.22,Hawkish
636,1996-08-20,1,5.22,5.4,5.3,Doveish
637,1996-09-24,1,5.3,5.22,5.31,Hold-Hawkish
638,1996-11-13,1,5.31,5.3,5.29,Hold-Doveish
639,1996-12-17,1,5.29,5.31,5.19,Hold-Doveish
640,1997-02-04,1,5.19,5.29,5.39,Hold-Hawkish
641,1997-03-25,1,5.39,5.19,5.5,Hawkish
642,1997-05-20,1,5.5,5.39,5.52,Hawkish
643,1997-07-01,1,5.52,5.5,5.54,Hold-Hawkish
644,1997-08-19,1,5.54,5.52,5.54,Hold
645,1997-09-30,1,5.54,5.54,5.52,Hold-Doveish
646,1997-11-12,1,5.52,5.54,5.5,Hold-Doveish
647,1997-12-16,1,5.5,5.52,5.51,Hold-Hawkish
648,1998-02-03,1,5.51,5.5,5.49,Hold-Doveish
649,1998-03-31,1,5.49,5.51,5.49,Hold
650,1998-05-19,1,5.49,5.49,5.56,Hold-Hawkish
651,1998-06-30,1,5.56,5.49,5.55,Hold-Doveish
652,1998-08-18,1,5.55,5.56,5.51,Hold-Doveish
653,1998-09-21,0,5.51,5.55,5.51,Hold
654,1998-09-29,1,5.51,5.51,5.07,Hold-Doveish
655,1998-10-15,0,5.07,5.51,4.83,Doveish
656,1998-11-17,1,4.83,5.07,4.68,Doveish
657,1998-12-22,1,4.68,4.83,4.76,Doveish
658,1999-02-02,1,4.76,4.68,4.81,Hold-Hawkish
659,1999-03-30,1,4.81,4.76,4.74,Hold-Doveish
660,1999-05-18,1,4.74,4.81,4.76,Hold-Hawkish
661,1999-06-29,1,4.76,4.74,5.07,Hold-Hawkish
662,1999-08-24,1,5.07,4.76,5.2,Hawkish
663,1999-10-05,1,5.2,5.07,5.42,Hawkish
664,1999-11-16,1,5.42,5.2,5.3,Hawkish
665,1999-12-21,1,5.3,5.42,5.73,Doveish
666,2000-02-01,1,5.73,5.3,5.85,Hawkish
667,2000-03-21,1,5.85,5.73,6.27,Hawkish
668,2000-05-16,1,6.27,5.85,6.53,Hawkish
669,2000-06-27,1,6.53,6.27,6.5,Hawkish
670,2000-08-22,1,6.5,6.53,6.51,Hold-Hawkish
671,2000-10-03,1,6.51,6.5,6.51,Hold
672,2000-11-15,1,6.51,6.51,6.4,Hold-Doveish
673,2000-12-19,1,6.4,6.51,5.98,Doveish
674,2001-01-03,0,5.98,6.4,5.98,Doveish
675,2001-01-30,1,5.98,5.98,5.31,Hold-Doveish
676,2001-03-20,1,5.31,5.98,4.8,Doveish
677,2001-04-11,0,4.8,5.31,4.8,Doveish
678,2001-04-18,0,4.8,4.8,4.21,Hold-Doveish
679,2001-05-15,1,4.21,4.8,3.97,Doveish
680,2001-06-26,1,3.97,4.21,3.65,Doveish
681,2001-08-21,1,3.65,3.97,3.07,Doveish
682,2001-09-13,0,3.07,3.65,3.07,Doveish
683,2001-09-17,0,3.07,3.07,2.49,Hold-Doveish
684,2001-10-02,1,2.49,3.07,2.09,Doveish
685,2001-11-06,1,2.09,2.49,1.82,Doveish
686,2001-12-11,1,1.82,2.09,1.73,Doveish
687,2002-01-29,1,1.73,1.82,1.73,Hold
688,2002-03-19,1,1.73,1.73,1.75,Hold-Hawkish
689,2002-05-07,1,1.75,1.73,1.75,Hold
690,2002-06-25,1,1.75,1.75,1.74,Hold-Doveish
691,2002-08-13,1,1.74,1.75,1.75,Hold-Hawkish
692,2002-09-24,1,1.75,1.74,1.34,Hold-Doveish
693,2002-11-06,1,1.34,1.75,1.24,Doveish
694,2002-12-10,1,1.24,1.34,1.24,Doveish
695,2003-01-28,1,1.24,1.24,1.25,Hold-Hawkish
696,2003-03-18,1,1.25,1.24,1.25,Hold
697,2003-03-25,0,1.25,1.25,1.26,Hold-Hawkish
698,2003-04-01,0,1.26,1.25,1.26,Hold
699,2003-04-08,0,1.26,1.26,1.26,Hold
700,2003-04-16,0,1.26,1.26,1.26,Hold
701,2003-05-06,1,1.26,1.26,1.22,Hold-Doveish
702,2003-06-24,1,1.22,1.26,1.03,Hold-Doveish
703,2003-08-12,1,1.03,1.22,1.01,Doveish
704,2003-09-15,0,1.01,1.03,1.01,Hold
705,2003-09-16,1,1.01,1.01,1.01,Hold
706,2003-10-28,1,1.01,1.01,0.98,Hold-Doveish
707,2003-12-09,1,0.98,1.01,1.0,Hold-Hawkish
708,2004-01-27,1,1.0,0.98,1.0,Hold
709,2004-03-16,1,1.0,1.0,1.0,Hold
710,2004-05-04,1,1.0,1.0,1.03,Hold-Hawkish
711,2004-06-29,1,1.03,1.0,1.43,Hold-Hawkish
712,2004-08-10,1,1.43,1.03,1.61,Hawkish
713,2004-09-21,1,1.61,1.43,1.93,Hawkish
714,2004-11-10,1,1.93,1.61,2.16,Hawkish
715,2004-12-14,1,2.16,1.93,2.5,Hawkish
716,2005-02-01,1,2.5,2.16,2.63,Hawkish
717,2005-03-22,1,2.63,2.5,3.0,Hawkish
718,2005-05-03,1,3.0,2.63,3.04,Hawkish
719,2005-06-29,1,3.04,3.0,3.5,Hold-Hawkish
720,2005-08-09,1,3.5,3.04,3.62,Hawkish
721,2005-09-20,1,3.62,3.5,4.0,Hawkish
722,2005-11-01,1,4.0,3.62,4.16,Hawkish
723,2005-12-13,1,4.16,4.0,4.29,Hawkish
724,2006-01-31,1,4.29,4.16,4.59,Hawkish
725,2006-03-27,1,4.59,4.29,4.94,Hawkish
726,2006-05-10,1,4.94,4.59,4.99,Hawkish
727,2006-06-28,1,4.99,4.94,5.25,Hold-Hawkish
728,2006-08-08,1,5.25,4.99,5.25,Hawkish
729,2006-09-20,1,5.25,5.25,5.25,Hold
730,2006-10-24,1,5.25,5.25,5.24,Hold-Doveish
731,2006-12-12,1,5.24,5.25,5.25,Hold-Hawkish
732,2007-01-30,1,5.25,5.24,5.26,Hold-Hawkish
733,2007-03-20,1,5.26,5.25,5.25,Hold-Doveish
734,2007-05-09,1,5.25,5.26,5.25,Hold
735,2007-06-27,1,5.25,5.25,5.02,Hold-Doveish
736,2007-08-07,1,5.02,5.25,5.02,Doveish
737,2007-08-10,0,5.02,5.02,5.02,Hold
738,2007-08-16,0,5.02,5.02,4.94,Hold-Doveish
739,2007-09-18,1,4.94,5.02,4.76,Hold-Doveish
740,2007-10-30,1,4.76,4.94,4.24,Doveish
741,2007-12-06,0,4.24,4.76,4.24,Doveish
742,2007-12-11,1,4.24,4.24,3.94,Hold-Doveish
743,2008-01-09,0,3.94,4.24,3.94,Doveish
744,2008-01-21,0,3.94,3.94,3.94,Hold
745,2008-01-29,1,3.94,3.94,2.61,Hold-Doveish
746,2008-03-10,0,2.61,3.94,2.61,Doveish
747,2008-03-18,1,2.61,2.61,2.28,Hold-Doveish
748,2008-04-29,1,2.28,2.61,2.0,Doveish
749,2008-06-24,1,2.0,2.28,2.01,Doveish
750,2008-07-24,0,2.01,2.0,2.0,Hold-Doveish
751,2008-08-05,1,2.0,2.01,1.81,Hold-Doveish
752,2008-09-16,1,1.81,2.0,1.81,Doveish
753,2008-09-29,0,1.81,1.81,0.97,Hold-Doveish
754,2008-10-07,0,0.97,1.81,0.97,Doveish
755,2008-10-28,1,0.97,0.97,0.16,Hold-Doveish
756,2008-12-15,1,0.16,0.97,0.15,Doveish
757,2009-01-16,0,0.15,0.16,0.15,Hold
758,2009-01-27,1,0.15,0.15,0.22,Hold-Hawkish
759,2009-02-07,0,0.22,0.15,0.18,Hold-Doveish
760,2009-03-17,1,0.18,0.22,0.15,Hold-Doveish
761,2009-04-28,1,0.15,0.18,0.21,Hold-Hawkish
762,2009-06-03,0,0.21,0.15,0.21,Hold
763,2009-06-23,1,0.21,0.21,0.16,Hold-Doveish
764,2009-08-11,1,0.16,0.21,0.15,Hold-Doveish
765,2009-09-22,1,0.15,0.16,0.12,Hold-Doveish
766,2009-11-03,1,0.12,0.15,0.12,Hold
767,2009-12-15,1,0.12,0.12,0.11,Hold-Doveish
768,2010-01-26,1,0.11,0.12,0.16,Hold-Hawkish
769,2010-03-16,1,0.16,0.11,0.2,Hold-Hawkish
770,2010-04-27,1,0.2,0.16,0.2,Hold
771,2010-05-09,0,0.2,0.2,0.18,Hold-Doveish
772,2010-06-22,1,0.18,0.2,0.19,Hold-Hawkish
773,2010-08-10,1,0.19,0.18,0.19,Hold
774,2010-09-21,1,0.19,0.19,0.19,Hold
775,2010-10-15,0,0.19,0.19,0.19,Hold
776,2010-11-02,1,0.19,0.19,0.18,Hold-Doveish
777,2010-12-14,1,0.18,0.19,0.17,Hold-Doveish
778,2011-01-25,1,0.17,0.18,0.14,Hold-Doveish
779,2011-03-15,1,0.14,0.17,0.1,Hold-Doveish
780,2011-04-26,1,0.1,0.14,0.09,Hold-Doveish
781,2011-06-21,1,0.09,0.1,0.1,Hold-Hawkish
782,2011-08-01,0,0.1,0.09,0.1,Hold
783,2011-08-09,1,0.1,0.1,0.08,Hold-Doveish
784,2011-09-20,1,0.08,0.1,0.08,Hold
785,2011-11-01,1,0.08,0.08,0.08,Hold
786,2011-11-28,0,0.08,0.08,0.07,Hold-Doveish
787,2011-12-13,1,0.07,0.08,0.08,Hold-Hawkish
788,2012-01-24,1,0.08,0.07,0.13,Hold-Hawkish
789,2012-03-13,1,0.13,0.08,0.14,Hold-Hawkish
790,2012-04-24,1,0.14,0.13,0.16,Hold-Hawkish
791,2012-06-19,1,0.16,0.14,0.16,Hold
792,2012-07-31,1,0.16,0.16,0.14,Hold-Doveish
793,2012-09-12,1,0.14,0.16,0.16,Hold-Hawkish
794,2012-10-23,1,0.16,0.14,0.16,Hold
795,2012-12-11,1,0.16,0.16,0.14,Hold-Doveish
796,2013-01-29,1,0.14,0.16,0.14,Hold
797,2013-03-19,1,0.14,0.14,0.15,Hold-Hawkish
798,2013-04-30,1,0.15,0.14,0.09,Hold-Doveish
799,2013-06-18,1,0.09,0.15,0.09,Hold
800,2013-07-30,1,0.09,0.09,0.08,Hold-Doveish
801,2013-09-17,1,0.08,0.09,0.09,Hold-Hawkish
802,2013-10-16,0,0.09,0.08,0.09,Hold
803,2013-10-29,1,0.09,0.09,0.09,Hold
804,2013-12-17,1,0.09,0.09,0.07,Hold-Doveish
805,2014-01-28,1,0.07,0.09,0.08,Hold-Hawkish
806,2014-03-04,0,0.08,0.07,0.08,Hold
807,2014-03-18,1,0.08,0.08,0.09,Hold-Hawkish
808,2014-04-29,1,0.09,0.08,0.1,Hold-Hawkish
809,2014-06-17,1,0.1,0.09,0.09,Hold-Doveish
810,2014-07-29,1,0.09,0.1,0.09,Hold
811,2014-09-16,1,0.09,0.09,0.09,Hold
812,2014-10-28,1,0.09,0.09,0.12,Hold-Hawkish
813,2014-12-16,1,0.12,0.09,0.11,Hold-Doveish
814,2015-01-27,1,0.11,0.12,0.11,Hold
815,2015-03-17,1,0.11,0.11,0.12,Hold-Hawkish
816,2015-04-28,1,0.12,0.11,0.13,Hold-Hawkish
817,2015-06-16,1,0.13,0.12,0.13,Hold
818,2015-07-28,1,0.13,0.13,0.14,Hold-Hawkish
819,2015-09-16,1,0.14,0.13,0.12,Hold-Doveish
820,2015-10-27,1,0.12,0.14,0.24,Hold-Hawkish
821,2015-12-15,1,0.24,0.12,0.34,Hawkish
822,2016-01-26,1,0.34,0.24,0.36,Hawkish
823,2016-03-15,1,0.36,0.34,0.37,Hold-Hawkish
824,2016-04-26,1,0.37,0.36,0.38,Hold-Hawkish
825,2016-06-14,1,0.38,0.37,0.39,Hold-Hawkish
826,2016-07-26,1,0.39,0.38,0.4,Hold-Hawkish
827,2016-09-20,1,0.4,0.39,0.41,Hold-Hawkish
828,2016-11-01,1,0.41,0.4,0.54,Hold-Hawkish
829,2016-12-13,1,0.54,0.41,0.65,Hawkish
830,2017-01-31,1,0.65,0.54,0.79,Hawkish
831,2017-03-14,1,0.79,0.65,0.91,Hawkish
832,2017-05-02,1,0.91,0.79,1.04,Hawkish
833,2017-06-13,1,1.04,0.91,1.15,Hawkish
834,2017-07-25,1,1.15,1.04,1.15,Hawkish
835,2017-09-19,1,1.15,1.15,1.15,Hold
836,2017-10-31,1,1.15,1.15,1.3,Hold-Hawkish
837,2017-12-12,1,1.3,1.15,1.41,Hawkish
838,2018-01-30,1,1.41,1.3,1.51,Hawkish
839,2018-03-20,1,1.51,1.41,1.7,Hawkish
840,2018-05-01,1,1.7,1.51,1.82,Hawkish
841,2018-06-12,1,1.82,1.7,1.91,Hawkish
842,2018-07-31,1,1.91,1.82,1.95,Hold-Hawkish
843,2018-09-25,1,1.95,1.91,2.2,Hold-Hawkish
844,2018-11-07,1,2.2,1.95,2.27,Hawkish
845,2018-12-18,1,2.27,2.2,2.4,Hold-Hawkish
846,2019-01-09,1,2.4,2.27,2.41,Hawkish
847,2019-03-19,1,2.41,2.4,2.42,Hold-Hawkish
848,2019-04-30,1,2.42,2.41,2.38,Hold-Doveish
849,2019-06-18,1,2.38,2.42,2.4,Hold-Hawkish
850,2019-07-30,1,2.4,2.38,2.04,Hold-Doveish
851,2019-09-17,1,2.04,2.4,1.83,Doveish
852,2019-10-04,0,1.83,2.04,1.83,Doveish
853,2019-10-29,1,1.83,1.83,1.55,Hold-Doveish
854,2019-12-10,1,1.55,1.83,1.55,Doveish
855,2020-01-28,1,1.55,1.55,,Hold
