"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 16, 2012","1,359.88","1,353.36","1,362.03","1,343.35","-","0.48%"
"Nov 15, 2012","1,353.33","1,355.41","1,360.62","1,348.05","-","-0.16%"
"Nov 14, 2012","1,355.49","1,374.64","1,380.13","1,352.50","-","-1.39%"
"Nov 13, 2012","1,374.53","1,380.03","1,388.81","1,371.39","-","-0.40%"
"Nov 12, 2012","1,380.03","1,379.86","1,384.87","1,377.19","-","0.01%"
"Nov 09, 2012","1,379.85","1,377.55","1,391.39","1,373.03","-","0.17%"
"Nov 08, 2012","1,377.51","1,394.53","1,401.23","1,377.51","-","-1.22%"
"Nov 07, 2012","1,394.53","1,428.27","1,428.27","1,388.14","-","-2.37%"
"Nov 06, 2012","1,428.39","1,417.26","1,433.38","1,417.26","-","0.79%"
"Nov 05, 2012","1,417.26","1,414.02","1,419.90","1,408.13","-","0.22%"
"Nov 02, 2012","1,414.20","1,427.59","1,434.27","1,412.91","-","-0.94%"
"Nov 01, 2012","1,427.59","1,412.20","1,428.35","1,412.20","-","1.09%"
"Oct 31, 2012","1,412.16","1,410.99","1,418.76","1,405.95","-","0.02%"
"Oct 26, 2012","1,411.94","1,412.97","1,417.09","1,403.28","-","-0.07%"
"Oct 25, 2012","1,412.97","1,409.74","1,421.12","1,405.14","-","0.30%"
"Oct 24, 2012","1,408.75","1,413.20","1,420.04","1,407.10","-","-0.31%"
"Oct 23, 2012","1,413.11","1,433.74","1,433.74","1,407.56","-","-1.44%"
"Oct 22, 2012","1,433.82","1,433.21","1,435.46","1,422.06","-","0.04%"
"Oct 19, 2012","1,433.19","1,457.34","1,457.34","1,429.85","-","-1.66%"
"Oct 18, 2012","1,457.34","1,460.94","1,464.02","1,452.63","-","-0.24%"
"Oct 17, 2012","1,460.91","1,454.22","1,462.20","1,453.35","-","0.41%"
"Oct 16, 2012","1,454.92","1,440.31","1,455.51","1,440.31","-","1.03%"
"Oct 15, 2012","1,440.13","1,428.75","1,441.31","1,427.24","-","0.81%"
"Oct 12, 2012","1,428.59","1,432.84","1,438.43","1,425.53","-","-0.30%"
"Oct 11, 2012","1,432.84","1,432.82","1,443.90","1,432.82","-","0.02%"
"Oct 10, 2012","1,432.56","1,441.48","1,442.52","1,430.64","-","-0.62%"
"Oct 09, 2012","1,441.48","1,455.90","1,455.90","1,441.18","-","-0.99%"
"Oct 08, 2012","1,455.88","1,460.93","1,460.93","1,453.10","-","-0.35%"
"Oct 05, 2012","1,460.93","1,461.40","1,470.96","1,456.89","-","-0.03%"
"Oct 04, 2012","1,461.40","1,451.08","1,463.14","1,451.08","-","0.72%"
"Oct 03, 2012","1,450.99","1,446.05","1,454.30","1,441.99","-","0.36%"
"Oct 02, 2012","1,445.75","1,444.99","1,451.52","1,439.01","-","0.09%"
"Oct 01, 2012","1,444.49","1,440.90","1,457.14","1,440.90","-","0.27%"
"Sep 28, 2012","1,440.67","1,447.13","1,447.13","1,435.60","-","-0.45%"
"Sep 27, 2012","1,447.15","1,433.36","1,450.20","1,433.36","-","0.96%"
"Sep 26, 2012","1,433.32","1,441.60","1,441.60","1,430.53","-","-0.57%"
"Sep 25, 2012","1,441.59","1,456.94","1,463.24","1,441.59","-","-1.05%"
"Sep 24, 2012","1,456.89","1,459.76","1,460.72","1,452.06","-","-0.22%"
"Sep 21, 2012","1,460.15","1,460.34","1,467.07","1,459.51","-","-0.01%"
"Sep 20, 2012","1,460.26","1,461.05","1,461.23","1,449.98","-","-0.05%"
"Sep 19, 2012","1,461.05","1,459.50","1,465.15","1,457.88","-","0.12%"
"Sep 18, 2012","1,459.32","1,461.19","1,461.47","1,456.13","-","-0.13%"
"Sep 17, 2012","1,461.19","1,465.42","1,465.63","1,457.55","-","-0.31%"
"Sep 14, 2012","1,465.77","1,460.07","1,474.51","1,460.07","-","0.40%"
"Sep 13, 2012","1,459.99","1,436.56","1,463.76","1,435.34","-","1.63%"
"Sep 12, 2012","1,436.56","1,433.56","1,439.15","1,432.99","-","0.21%"
"Sep 11, 2012","1,433.56","1,429.13","1,437.76","1,429.13","-","0.31%"
"Sep 10, 2012","1,429.08","1,437.92","1,438.74","1,428.98","-","-0.61%"
"Sep 07, 2012","1,437.92","1,432.12","1,437.92","1,431.45","-","0.40%"
"Sep 06, 2012","1,432.12","1,403.44","1,432.12","1,403.44","-","2.04%"
"Sep 05, 2012","1,403.44","1,404.94","1,408.81","1,401.25","-","-0.11%"
"Sep 04, 2012","1,404.94","1,406.54","1,409.31","1,396.56","-","-0.12%"
"Aug 31, 2012","1,406.58","1,400.07","1,413.09","1,398.96","-","0.51%"
"Aug 30, 2012","1,399.48","1,410.08","1,410.08","1,397.01","-","-0.78%"
"Aug 29, 2012","1,410.49","1,409.32","1,413.95","1,406.57","-","0.08%"
"Aug 28, 2012","1,409.30","1,410.44","1,413.63","1,405.59","-","-0.08%"
"Aug 27, 2012","1,410.44","1,411.13","1,416.17","1,409.11","-","-0.05%"
"Aug 24, 2012","1,411.13","1,401.99","1,413.46","1,398.04","-","0.65%"
"Aug 23, 2012","1,402.08","1,413.49","1,413.49","1,400.50","-","-0.81%"
"Aug 22, 2012","1,413.49","1,413.09","1,416.12","1,406.78","-","0.02%"
"Aug 21, 2012","1,413.17","1,418.13","1,426.68","1,410.86","-","-0.35%"
"Aug 20, 2012","1,418.13","1,417.85","1,418.13","1,412.12","-","-0.00%"
"Aug 17, 2012","1,418.16","1,415.84","1,418.71","1,414.67","-","0.19%"
"Aug 16, 2012","1,415.51","1,406.61","1,417.44","1,404.15","-","0.71%"
"Aug 15, 2012","1,405.53","1,403.89","1,407.73","1,401.83","-","0.11%"
"Aug 14, 2012","1,403.93","1,404.36","1,410.03","1,400.60","-","-0.01%"
"Aug 13, 2012","1,404.11","1,405.87","1,405.87","1,397.32","-","-0.13%"
"Aug 10, 2012","1,405.87","1,402.58","1,405.98","1,395.62","-","0.22%"
"Aug 09, 2012","1,402.80","1,402.26","1,405.95","1,398.80","-","0.04%"
"Aug 08, 2012","1,402.22","1,401.23","1,404.14","1,396.13","-","0.06%"
"Aug 07, 2012","1,401.35","1,394.46","1,407.14","1,394.46","-","0.51%"
"Aug 06, 2012","1,394.23","1,391.04","1,399.63","1,391.04","-","0.23%"
"Aug 03, 2012","1,390.99","1,365.45","1,394.16","1,365.45","-","1.90%"
"Aug 02, 2012","1,365.00","1,375.13","1,375.13","1,354.65","-","-0.74%"
"Aug 01, 2012","1,375.14","1,379.32","1,385.03","1,373.35","-","-0.30%"
"Jul 31, 2012","1,379.32","1,385.27","1,387.16","1,379.17","-","-0.43%"
"Jul 30, 2012","1,385.30","1,385.94","1,391.74","1,381.37","-","-0.05%"
"Jul 27, 2012","1,385.97","1,360.05","1,389.19","1,360.05","-","1.91%"
"Jul 26, 2012","1,360.02","1,338.17","1,363.13","1,338.17","-","1.65%"
"Jul 25, 2012","1,337.89","1,338.35","1,343.98","1,331.50","-","-0.03%"
"Jul 24, 2012","1,338.31","1,350.52","1,351.53","1,329.24","-","-0.90%"
"Jul 23, 2012","1,350.52","1,362.34","1,362.34","1,337.56","-","-0.89%"
"Jul 20, 2012","1,362.66","1,376.51","1,376.51","1,362.19","-","-1.01%"
"Jul 19, 2012","1,376.51","1,373.01","1,380.39","1,371.21","-","0.27%"
"Jul 18, 2012","1,372.78","1,363.58","1,375.26","1,358.96","-","0.67%"
"Jul 17, 2012","1,363.67","1,353.68","1,365.36","1,345.07","-","0.74%"
"Jul 16, 2012","1,353.64","1,356.50","1,357.26","1,348.51","-","-0.23%"
"Jul 13, 2012","1,356.78","1,334.81","1,357.70","1,334.81","-","1.65%"
"Jul 12, 2012","1,334.76","1,341.29","1,341.29","1,325.41","-","-0.50%"
"Jul 11, 2012","1,341.45","1,341.40","1,345.00","1,333.25","-","-0.00%"
"Jul 10, 2012","1,341.47","1,352.96","1,361.54","1,336.27","-","-0.81%"
"Jul 09, 2012","1,352.46","1,354.66","1,354.87","1,346.65","-","-0.16%"
"Jul 06, 2012","1,354.68","1,367.09","1,367.09","1,348.03","-","-0.94%"
"Jul 05, 2012","1,367.58","1,373.72","1,373.85","1,363.02","-","-0.47%"
"Jul 03, 2012","1,374.02","1,365.75","1,374.81","1,363.53","-","0.62%"
"Jul 02, 2012","1,365.51","1,362.33","1,366.35","1,355.70","-","0.25%"
"Jun 29, 2012","1,362.16","1,330.12","1,362.17","1,330.12","-","2.49%"
"Jun 28, 2012","1,329.04","1,331.52","1,331.52","1,313.29","-","-0.21%"
"Jun 27, 2012","1,331.85","1,320.71","1,334.40","1,320.71","-","0.90%"
"Jun 26, 2012","1,319.99","1,314.09","1,324.24","1,310.30","-","0.48%"
"Jun 25, 2012","1,313.72","1,334.90","1,334.90","1,309.27","-","-1.60%"
"Jun 22, 2012","1,335.02","1,325.92","1,337.82","1,325.92","-","0.72%"
"Jun 21, 2012","1,325.51","1,355.43","1,358.27","1,324.41","-","-2.23%"
"Jun 20, 2012","1,355.69","1,358.04","1,361.57","1,346.45","-","-0.17%"
"Jun 19, 2012","1,357.98","1,344.83","1,363.46","1,344.83","-","0.98%"
"Jun 18, 2012","1,344.78","1,342.42","1,348.22","1,334.46","-","0.14%"
"Jun 15, 2012","1,342.84","1,329.19","1,343.32","1,329.19","-","1.03%"
"Jun 14, 2012","1,329.10","1,314.88","1,333.68","1,314.14","-","1.08%"
"Jun 13, 2012","1,314.88","1,324.02","1,327.28","1,310.51","-","-0.70%"
"Jun 12, 2012","1,324.18","1,309.40","1,324.31","1,306.62","-","1.17%"
"Jun 11, 2012","1,308.93","1,325.72","1,335.52","1,307.73","-","-1.26%"
"Jun 08, 2012","1,325.66","1,314.99","1,325.81","1,307.77","-","0.81%"
"Jun 07, 2012","1,314.99","1,316.15","1,329.05","1,312.68","-","-0.01%"
"Jun 06, 2012","1,315.13","1,285.61","1,315.13","1,285.61","-","2.30%"
"Jun 05, 2012","1,285.50","1,277.82","1,287.62","1,274.16","-","0.57%"
"Jun 04, 2012","1,278.18","1,278.29","1,282.55","1,266.74","-","0.01%"
"Jun 01, 2012","1,278.04","1,309.87","1,309.87","1,277.25","-","-2.46%"
"May 31, 2012","1,310.33","1,313.09","1,319.74","1,298.90","-","-0.23%"
"May 30, 2012","1,313.32","1,331.25","1,331.25","1,310.76","-","-1.43%"
"May 29, 2012","1,332.42","1,318.90","1,334.93","1,318.90","-","1.11%"
"May 25, 2012","1,317.82","1,320.81","1,324.20","1,314.23","-","-0.22%"
"May 24, 2012","1,320.68","1,318.72","1,324.14","1,310.50","-","0.14%"
"May 23, 2012","1,318.86","1,316.02","1,320.71","1,296.53","-","0.17%"
"May 22, 2012","1,316.63","1,316.09","1,328.49","1,310.04","-","0.05%"
"May 21, 2012","1,315.99","1,295.73","1,316.39","1,295.73","-","1.60%"
"May 18, 2012","1,295.22","1,305.05","1,312.24","1,291.98","-","-0.74%"
"May 17, 2012","1,304.86","1,324.82","1,326.36","1,304.86","-","-1.51%"
"May 16, 2012","1,324.80","1,330.78","1,341.78","1,324.79","-","-0.44%"
"May 15, 2012","1,330.66","1,338.36","1,344.94","1,328.41","-","-0.57%"
"May 14, 2012","1,338.35","1,351.93","1,351.93","1,336.61","-","-1.11%"
"May 11, 2012","1,353.39","1,358.11","1,365.66","1,348.89","-","-0.34%"
"May 10, 2012","1,357.99","1,354.58","1,365.88","1,354.58","-","0.25%"
"May 09, 2012","1,354.58","1,363.20","1,363.73","1,343.13","-","-0.67%"
"May 08, 2012","1,363.72","1,369.16","1,369.16","1,347.75","-","-0.43%"
"May 07, 2012","1,369.58","1,368.79","1,373.91","1,363.94","-","0.04%"
"May 04, 2012","1,369.10","1,391.51","1,391.51","1,367.96","-","-1.61%"
"May 03, 2012","1,391.57","1,402.32","1,403.07","1,388.71","-","-0.77%"
"May 02, 2012","1,402.31","1,405.50","1,405.50","1,393.92","-","-0.25%"
"May 01, 2012","1,405.82","1,397.86","1,415.32","1,395.73","-","0.57%"
"Apr 30, 2012","1,397.91","1,403.26","1,403.26","1,394.00","-","-0.39%"
"Apr 27, 2012","1,403.36","1,400.19","1,406.64","1,397.31","-","0.24%"
"Apr 26, 2012","1,399.98","1,390.64","1,402.09","1,387.28","-","0.67%"
"Apr 25, 2012","1,390.69","1,372.11","1,391.37","1,372.11","-","1.36%"
"Apr 24, 2012","1,371.97","1,366.97","1,375.57","1,366.82","-","0.37%"
"Apr 23, 2012","1,366.94","1,378.53","1,378.53","1,358.79","-","-0.84%"
"Apr 20, 2012","1,378.53","1,376.96","1,387.40","1,376.96","-","0.12%"
"Apr 19, 2012","1,376.92","1,385.08","1,390.46","1,370.30","-","-0.59%"
"Apr 18, 2012","1,385.14","1,390.78","1,390.78","1,383.29","-","-0.41%"
"Apr 17, 2012","1,390.78","1,369.57","1,392.76","1,369.57","-","1.55%"
"Apr 16, 2012","1,369.57","1,370.27","1,379.66","1,365.38","-","-0.05%"
"Apr 13, 2012","1,370.26","1,387.61","1,387.61","1,369.85","-","-1.25%"
"Apr 12, 2012","1,387.57","1,368.77","1,388.13","1,368.77","-","1.38%"
"Apr 11, 2012","1,368.71","1,358.98","1,374.71","1,358.98","-","0.74%"
"Apr 10, 2012","1,358.59","1,382.18","1,383.01","1,357.38","-","-1.71%"
"Apr 09, 2012","1,382.20","1,397.45","1,397.45","1,378.24","-","-1.14%"
"Apr 05, 2012","1,398.08","1,398.79","1,401.60","1,392.92","-","-0.06%"
"Apr 04, 2012","1,398.96","1,413.09","1,413.09","1,394.09","-","-1.02%"
"Apr 03, 2012","1,413.38","1,418.98","1,419.00","1,404.62","-","-0.40%"
"Apr 02, 2012","1,419.04","1,408.47","1,422.38","1,404.46","-","0.75%"
"Mar 30, 2012","1,408.47","1,403.31","1,410.89","1,401.42","-","0.37%"
"Mar 29, 2012","1,403.28","1,405.39","1,405.39","1,391.56","-","-0.16%"
"Mar 28, 2012","1,405.54","1,412.52","1,413.65","1,397.20","-","-0.49%"
"Mar 27, 2012","1,412.52","1,416.55","1,419.15","1,411.95","-","-0.28%"
"Mar 26, 2012","1,416.51","1,397.11","1,416.58","1,397.11","-","1.39%"
"Mar 23, 2012","1,397.11","1,392.78","1,399.18","1,386.87","-","0.31%"
"Mar 22, 2012","1,392.78","1,402.89","1,402.89","1,388.73","-","-0.72%"
"Mar 21, 2012","1,402.89","1,405.52","1,407.75","1,400.64","-","-0.19%"
"Mar 20, 2012","1,405.52","1,409.59","1,409.59","1,397.68","-","-0.30%"
"Mar 19, 2012","1,409.75","1,404.17","1,414.00","1,402.43","-","0.40%"
"Mar 16, 2012","1,404.17","1,402.55","1,405.88","1,401.47","-","0.11%"
"Mar 15, 2012","1,402.60","1,394.17","1,402.63","1,392.78","-","0.60%"
"Mar 14, 2012","1,394.28","1,395.95","1,399.42","1,389.97","-","-0.12%"
"Mar 13, 2012","1,395.95","1,371.92","1,396.13","1,371.92","-","1.81%"
"Mar 12, 2012","1,371.09","1,370.78","1,373.04","1,366.69","-","0.02%"
"Mar 09, 2012","1,370.87","1,365.97","1,374.76","1,365.97","-","0.36%"
"Mar 08, 2012","1,365.91","1,352.65","1,368.72","1,352.65","-","0.98%"
"Mar 07, 2012","1,352.63","1,343.39","1,354.85","1,343.39","-","0.69%"
"Mar 06, 2012","1,343.36","1,363.63","1,363.63","1,340.03","-","-1.54%"
"Mar 05, 2012","1,364.33","1,369.59","1,369.59","1,359.13","-","-0.39%"
"Mar 02, 2012","1,369.63","1,374.09","1,374.53","1,366.42","-","-0.32%"
"Mar 01, 2012","1,374.09","1,365.90","1,376.17","1,365.90","-","0.62%"
"Feb 29, 2012","1,365.68","1,372.20","1,378.04","1,363.81","-","-0.47%"
"Feb 28, 2012","1,372.18","1,367.56","1,373.09","1,365.97","-","0.34%"
"Feb 27, 2012","1,367.59","1,365.20","1,371.94","1,354.92","-","0.14%"
"Feb 24, 2012","1,365.74","1,363.46","1,368.92","1,363.46","-","0.17%"
"Feb 23, 2012","1,363.46","1,357.53","1,364.24","1,352.28","-","0.43%"
"Feb 22, 2012","1,357.66","1,362.11","1,362.70","1,355.53","-","-0.33%"
"Feb 21, 2012","1,362.21","1,361.22","1,367.76","1,358.11","-","0.07%"
"Feb 17, 2012","1,361.23","1,358.06","1,363.40","1,357.24","-","0.23%"
"Feb 16, 2012","1,358.04","1,342.61","1,359.02","1,341.22","-","1.10%"
"Feb 15, 2012","1,343.23","1,350.52","1,355.87","1,340.80","-","-0.54%"
"Feb 14, 2012","1,350.50","1,351.30","1,351.30","1,340.83","-","-0.09%"
"Feb 13, 2012","1,351.77","1,343.06","1,353.35","1,343.06","-","0.68%"
"Feb 10, 2012","1,342.64","1,351.21","1,351.21","1,337.35","-","-0.69%"
"Feb 09, 2012","1,351.95","1,349.97","1,354.32","1,344.63","-","0.15%"
"Feb 08, 2012","1,349.96","1,347.04","1,351.00","1,341.95","-","0.22%"
"Feb 07, 2012","1,347.05","1,344.33","1,349.24","1,335.92","-","0.20%"
"Feb 06, 2012","1,344.33","1,344.32","1,344.36","1,337.52","-","-0.04%"
"Feb 03, 2012","1,344.90","1,326.21","1,345.34","1,326.21","-","1.46%"
"Feb 02, 2012","1,325.54","1,324.24","1,329.19","1,321.57","-","0.11%"
"Feb 01, 2012","1,324.09","1,312.45","1,330.52","1,312.45","-","0.89%"
"Jan 31, 2012","1,312.41","1,313.53","1,321.41","1,306.69","-","-0.05%"
"Jan 30, 2012","1,313.01","1,316.16","1,316.16","1,300.49","-","-0.25%"
"Jan 27, 2012","1,316.33","1,318.25","1,320.06","1,311.72","-","-0.16%"
"Jan 26, 2012","1,318.43","1,326.28","1,333.47","1,313.60","-","-0.57%"
"Jan 25, 2012","1,326.05","1,314.40","1,328.30","1,307.65","-","0.87%"
"Jan 24, 2012","1,314.65","1,315.96","1,315.96","1,306.06","-","-0.10%"
"Jan 23, 2012","1,316.00","1,315.29","1,322.28","1,309.89","-","0.05%"
"Jan 20, 2012","1,315.38","1,314.49","1,315.38","1,309.17","-","0.07%"
"Jan 19, 2012","1,314.50","1,308.07","1,315.49","1,308.07","-","0.49%"
"Jan 18, 2012","1,308.04","1,293.65","1,308.11","1,290.99","-","1.11%"
"Jan 17, 2012","1,293.67","1,290.22","1,303.00","1,290.22","-","0.36%"
"Jan 13, 2012","1,289.09","1,294.82","1,294.82","1,277.58","-","-0.49%"
"Jan 12, 2012","1,295.50","1,292.48","1,296.82","1,285.77","-","0.23%"
"Jan 11, 2012","1,292.48","1,292.02","1,293.80","1,285.41","-","0.03%"
"Jan 10, 2012","1,292.08","1,280.77","1,296.46","1,280.77","-","0.89%"
"Jan 09, 2012","1,280.70","1,277.83","1,281.99","1,274.55","-","0.23%"
"Jan 06, 2012","1,277.81","1,280.93","1,281.84","1,273.34","-","-0.25%"
"Jan 05, 2012","1,281.06","1,277.30","1,283.05","1,265.26","-","0.29%"
"Jan 04, 2012","1,277.30","1,277.03","1,278.73","1,268.10","-","0.02%"
"Jan 03, 2012","1,277.06","1,258.86","1,284.62","1,258.86","-","1.55%"
"Dec 30, 2011","1,257.60","1,262.82","1,264.12","1,257.46","-","-0.43%"
"Dec 29, 2011","1,263.02","1,249.75","1,263.54","1,249.75","-","1.07%"
"Dec 28, 2011","1,249.64","1,265.38","1,265.85","1,248.64","-","-1.25%"
"Dec 27, 2011","1,265.43","1,265.02","1,269.37","1,262.30","-","0.01%"
"Dec 23, 2011","1,265.33","1,254.00","1,265.42","1,254.00","-","0.90%"
"Dec 22, 2011","1,254.00","1,243.72","1,255.22","1,243.72","-","0.83%"
"Dec 21, 2011","1,243.72","1,241.25","1,245.09","1,229.51","-","0.19%"
"Dec 20, 2011","1,241.30","1,205.72","1,242.82","1,205.72","-","2.98%"
"Dec 19, 2011","1,205.35","1,219.74","1,224.57","1,202.37","-","-1.17%"
"Dec 16, 2011","1,219.66","1,216.09","1,231.04","1,215.20","-","0.32%"
"Dec 15, 2011","1,215.75","1,212.12","1,225.60","1,212.12","-","0.32%"
"Dec 14, 2011","1,211.82","1,225.73","1,225.73","1,209.47","-","-1.13%"
"Dec 13, 2011","1,225.73","1,236.83","1,249.86","1,219.43","-","-0.87%"
"Dec 12, 2011","1,236.47","1,255.05","1,255.05","1,227.25","-","-1.49%"
"Dec 09, 2011","1,255.19","1,234.48","1,258.25","1,234.48","-","1.69%"
"Dec 08, 2011","1,234.35","1,260.87","1,260.87","1,231.47","-","-2.11%"
"Dec 07, 2011","1,261.01","1,258.14","1,267.06","1,244.80","-","0.20%"
"Dec 06, 2011","1,258.47","1,257.19","1,266.03","1,253.03","-","0.11%"
"Dec 05, 2011","1,257.08","1,244.33","1,266.73","1,244.33","-","1.03%"
"Dec 02, 2011","1,244.28","1,246.03","1,260.08","1,243.35","-","-0.02%"
"Dec 01, 2011","1,244.58","1,246.91","1,251.09","1,239.73","-","-0.19%"
"Nov 30, 2011","1,246.96","1,196.72","1,247.11","1,196.72","-","4.33%"
"Nov 29, 2011","1,195.19","1,192.56","1,203.67","1,191.80","-","0.22%"
"Nov 28, 2011","1,192.55","1,158.67","1,197.35","1,158.67","-","2.92%"
"Nov 25, 2011","1,158.67","1,161.41","1,172.66","1,158.66","-","-0.27%"
"Nov 23, 2011","1,161.79","1,187.48","1,187.48","1,161.79","-","-2.21%"
"Nov 22, 2011","1,188.04","1,192.98","1,196.81","1,181.65","-","-0.41%"
"Nov 21, 2011","1,192.98","1,215.62","1,215.62","1,183.16","-","-1.86%"
"Nov 18, 2011","1,215.65","1,216.19","1,223.51","1,211.36","-","-0.04%"
"Nov 17, 2011","1,216.13","1,236.56","1,237.73","1,209.43","-","-1.68%"
"Nov 16, 2011","1,236.91","1,257.81","1,259.61","1,235.67","-","-1.66%"
"Nov 15, 2011","1,257.81","1,251.70","1,264.25","1,244.34","-","0.48%"
"Nov 14, 2011","1,251.78","1,263.85","1,263.85","1,246.68","-","-0.96%"
"Nov 11, 2011","1,263.85","1,240.12","1,266.98","1,240.12","-","1.95%"
"Nov 10, 2011","1,239.69","1,229.59","1,246.22","1,227.70","-","0.86%"
"Nov 09, 2011","1,229.10","1,275.18","1,275.18","1,226.64","-","-3.67%"
"Nov 08, 2011","1,275.92","1,261.12","1,277.55","1,254.99","-","1.17%"
"Nov 07, 2011","1,261.12","1,253.21","1,261.70","1,240.75","-","0.63%"
"Nov 04, 2011","1,253.23","1,260.82","1,260.82","1,238.92","-","-0.63%"
"Nov 03, 2011","1,261.15","1,238.25","1,263.21","1,234.81","-","1.88%"
"Nov 02, 2011","1,237.90","1,219.62","1,242.48","1,219.62","-","1.61%"
"Nov 01, 2011","1,218.28","1,251.00","1,251.00","1,215.42","-","-2.79%"
"Oct 31, 2011","1,253.30","1,284.96","1,284.96","1,253.16","-","-2.47%"
"Oct 28, 2011","1,285.09","1,284.39","1,287.08","1,277.01","-","0.04%"
"Oct 27, 2011","1,284.59","1,243.97","1,292.66","1,243.97","-","3.43%"
"Oct 26, 2011","1,242.00","1,229.17","1,246.28","1,221.06","-","1.05%"
"Oct 25, 2011","1,229.05","1,254.19","1,254.19","1,226.79","-","-2.00%"
"Oct 24, 2011","1,254.19","1,238.72","1,256.55","1,238.72","-","1.29%"
"Oct 21, 2011","1,238.25","1,215.39","1,239.03","1,215.39","-","1.88%"
"Oct 20, 2011","1,215.39","1,211.10","1,219.53","1,197.34","-","0.46%"
"Oct 19, 2011","1,209.88","1,223.46","1,229.64","1,206.31","-","-1.26%"
"Oct 18, 2011","1,225.38","1,200.75","1,233.10","1,191.48","-","2.04%"
"Oct 17, 2011","1,200.86","1,224.47","1,224.47","1,198.55","-","-1.94%"
"Oct 14, 2011","1,224.58","1,205.65","1,224.61","1,205.65","-","1.74%"
"Oct 13, 2011","1,203.66","1,206.96","1,207.46","1,190.58","-","-0.30%"
"Oct 12, 2011","1,207.25","1,196.19","1,220.25","1,196.19","-","0.98%"
"Oct 11, 2011","1,195.54","1,194.60","1,199.24","1,187.30","-","0.05%"
"Oct 10, 2011","1,194.89","1,158.15","1,194.91","1,158.15","-","3.41%"
"Oct 07, 2011","1,155.46","1,165.03","1,171.40","1,150.26","-","-0.82%"
"Oct 06, 2011","1,164.97","1,144.11","1,165.55","1,134.95","-","1.83%"
"Oct 05, 2011","1,144.03","1,124.03","1,146.07","1,115.68","-","1.79%"
"Oct 04, 2011","1,123.95","1,097.42","1,125.12","1,074.77","-","2.25%"
"Oct 03, 2011","1,099.23","1,131.21","1,138.99","1,098.92","-","-2.85%"
"Sep 30, 2011","1,131.42","1,159.93","1,159.93","1,131.34","-","-2.50%"
"Sep 29, 2011","1,160.40","1,151.74","1,175.87","1,139.93","-","0.81%"
"Sep 28, 2011","1,151.06","1,175.39","1,184.71","1,150.40","-","-2.07%"
"Sep 27, 2011","1,175.38","1,163.32","1,195.86","1,163.32","-","1.07%"
"Sep 26, 2011","1,162.95","1,136.91","1,164.19","1,131.07","-","2.33%"
"Sep 23, 2011","1,136.43","1,128.82","1,141.72","1,121.36","-","0.61%"
"Sep 22, 2011","1,129.56","1,164.55","1,164.55","1,114.22","-","-3.19%"
"Sep 21, 2011","1,166.76","1,203.63","1,206.30","1,166.21","-","-2.94%"
"Sep 20, 2011","1,202.09","1,204.50","1,220.39","1,201.29","-","-0.17%"
"Sep 19, 2011","1,204.09","1,214.99","1,214.99","1,188.36","-","-0.98%"
"Sep 16, 2011","1,216.01","1,209.21","1,220.06","1,204.46","-","0.57%"
"Sep 15, 2011","1,209.11","1,189.44","1,209.11","1,189.44","-","1.72%"
"Sep 14, 2011","1,188.68","1,173.32","1,202.38","1,162.73","-","1.35%"
"Sep 13, 2011","1,172.87","1,162.59","1,176.41","1,157.44","-","0.91%"
"Sep 12, 2011","1,162.27","1,153.50","1,162.52","1,136.07","-","0.70%"
"Sep 09, 2011","1,154.23","1,185.37","1,185.37","1,148.37","-","-2.67%"
"Sep 08, 2011","1,185.90","1,197.98","1,204.40","1,183.34","-","-1.06%"
"Sep 07, 2011","1,198.62","1,165.85","1,198.62","1,165.85","-","2.86%"
"Sep 06, 2011","1,165.24","1,173.97","1,173.97","1,140.13","-","-0.74%"
"Sep 02, 2011","1,173.97","1,203.90","1,203.90","1,170.56","-","-2.53%"
"Sep 01, 2011","1,204.42","1,219.12","1,229.29","1,203.85","-","-1.19%"
"Aug 31, 2011","1,218.89","1,213.00","1,230.71","1,209.35","-","0.49%"
"Aug 30, 2011","1,212.92","1,209.76","1,220.10","1,195.77","-","0.23%"
"Aug 29, 2011","1,210.08","1,177.91","1,210.28","1,177.91","-","2.83%"
"Aug 26, 2011","1,176.80","1,158.85","1,181.23","1,135.91","-","1.51%"
"Aug 25, 2011","1,159.27","1,176.69","1,190.68","1,155.47","-","-1.56%"
"Aug 24, 2011","1,177.60","1,162.16","1,178.56","1,156.30","-","1.31%"
"Aug 23, 2011","1,162.35","1,124.36","1,162.35","1,122.91","-","3.43%"
"Aug 22, 2011","1,123.82","1,123.55","1,145.49","1,121.09","-","0.03%"
"Aug 19, 2011","1,123.53","1,140.47","1,154.54","1,122.05","-","-1.50%"
"Aug 18, 2011","1,140.65","1,189.62","1,189.62","1,131.03","-","-4.46%"
"Aug 17, 2011","1,193.89","1,192.89","1,208.47","1,184.36","-","0.09%"
"Aug 16, 2011","1,192.76","1,204.22","1,204.22","1,180.53","-","-0.97%"
"Aug 15, 2011","1,204.49","1,178.86","1,204.49","1,178.86","-","2.18%"
"Aug 12, 2011","1,178.81","1,172.87","1,189.04","1,170.74","-","0.53%"
"Aug 11, 2011","1,172.64","1,121.30","1,186.29","1,121.30","-","4.63%"
"Aug 10, 2011","1,120.76","1,171.77","1,171.77","1,118.01","-","-4.42%"
"Aug 09, 2011","1,172.53","1,120.23","1,172.88","1,101.54","-","4.74%"
